337,Lunatone,0
338,Solrock,0
339,Barboach,0
340,Whiscash,0
341,Corphish,0
342,Crawdaunt,0
343,Baltoy,0
344,Claydol,0
345,Lileep,0
346,Cradily,0
347,Anorith,0
348,Armaldo,0
349,Feebas,0
350,Milotic,0
351,Castform,0
352,Kecleon,0
353,Shuppet,0
354,Banette,0
355,Duskull,0
356,Dusclops,0
357,Tropius,0
358,Chimecho,0
359,Absol,0
360,Wynaut,0
361,Snorunt,0
362,Glalie,0
363,Spheal,0
364,Sealeo,0
365,Walrein,0
366,Clamperl,0
367,Huntail,0
368,Gorebyss,0
369,Relicanth,0
370,Luvdisc,0
371,Bagon,0
372,Shelgon,0
373,Salamence,0
374,Beldum,0
375,Metang,0
376,Metagross,0
377,Regirock,0
378,Regice,0
379,Registeel,0
380,Latias,0
381,Latios,0
382,Kyogre,0
383,Groudon,0
384,Rayquaza,0
385,Jirachi,0
386,Deoxys,0
387,Turtwig,0
388,Grotle,0
389,Torterra,0
390,Chimchar,0
391,Monferno,0
392,Infernape,0
393,Piplup,0
394,Prinplup,0
395,Empoleon,0
396,Starly,0
397,Staravia,0
398,Staraptor,0
399,Bidoof,0
400,Bibarel,0
401,Kricketot,0
402,Kricketune,0
403,Shinx,0
404,Luxio,0
405,Luxray,0
406,Budew,0
407,Roserade,0
408,Cranidos,0
409,Rampardos,0
410,Shieldon,0
411,Bastiodon,0
412,Burmy,0
413,Wormadam,0
414,Mothim,0
415,Combee,0
416,Vespiquen,0
417,Pachirisu,0
418,Buizel,0
419,Floatzel,0
420,Cherubi,0
421,Cherrim,0
422,Shellos,0
423,Gastrodon,0
424,Ambipom,0
425,Drifloon,0
426,Drifblim,0
427,Buneary,0
428,Lopunny,0
429,Mismagius,0
430,Honchkrow,0
431,Glameow,0
432,Purugly,0
433,Chingling,0
434,Stunky,0
435,Skuntank,0
436,Bronzor,0
437,Bronzong,0
438,Bonsly,0
439,Mime Jr.,0
440,Happiny,0
441,Chatot,0
442,Spiritomb,0
443,Gible,0
444,Gabite,0
445,Garchomp,0
446,Munchlax,0
447,Riolu,0
448,Lucario,0
449,Hippopotas,0
450,Hippowdon,0
451,Skorupi,0
452,Drapion,0
453,Croagunk,0
454,Toxicroak,0
455,Carnivine,0
456,Finneon,0
457,Lumineon,0
458,Mantyke,0
459,Snover,0
460,Abomasnow,0
461,Weavile,0
462,Magnezone,0
463,Lickilicky,0
464,Rhyperior,0
465,Tangrowth,0
466,Electivire,0
467,Magmortar,0
468,Togekiss,0
469,Yanmega,0
470,Leafeon,0
471,Glaceon,0
472,Gliscor,0
473,Mamoswine,0
474,Porygon-Z,0
475,Gallade,0
476,Probopass,0
477,Dusknoir,0
478,Froslass,0
479,Rotom,0
480,Uxie,0
481,Mesprit,0
482,Azelf,0
483,Dialga,0
484,Palkia,0
485,Heatran,0
486,Regigigas,0
487,Giratina,0
488,Cresselia,0
489,Phione,0
490,Manaphy,0
491,Darkrai,0
492,Shaymin,0
493,Archeus,0
494,Victini,0
495,Snivy,1
496,Servine,1
497,Serperior,1
498,Tepig,1
499,Pignite,1
500,Emboar,1
501,Oshawott,1
502,Dewott,1
503,Samurott,1
504,Patrat,1
505,Watchog,0
506,Lillipup,1
507,Herdier,0
508,Stoutland,1
509,Purrloin,1
510,Liepard,0
511,Pansage,0
512,Simisage,1
513,Pansear,0
514,Simisear,1
515,Panpour,0
516,Simipour,1
517,Munna,1
518,Musharna,1
519,Pidove,0
520,Tranquill,1
521,Unfezant,1
522,Blitzle,1
523,Zebstrika,0
524,Roggenrola,1
525,Boldore,0
526,Gigalith,1
527,Woobat,0
528,Swoobat,1
529,Drilbur,0
530,Excadrill,1
531,Audino,0
532,Timburr,1
533,Gurdurr,0
534,Conkeldurr,1
535,Tympole,0
536,Palpitoad,1
537,Seismitoad,1
538,Throh,0
539,Sawk,0
540,Sewaddle,1
541,Swadloon,1
542,Leavanny,0
543,Venipede,1
544,Whirlipede,1
545,Scolipede,0
546,Cottonee,0
547,Whimsicott,1
548,Petilil,0
549,Lilligant,1
550,Basculin,0
551,Sandile,0
552,Krokorok,1
553,Krookodile,0
554,Darumaka,1
555,Darmanitan,1
556,Maractus,0
557,Dwebble,1
558,Crustle,0
559,Scraggy,0
560,Scrafty,1
561,Sigilyph,0
562,Yamask,1
563,Cofagrigus,1
564,Tirtouga,0
565,Carracosta,1
566,Archen,1
567,Archeops,1
568,Trubbish,1
569,Garbodor,0
570,Zorua,1
571,Zoroark,1
572,Minccino,0
573,Cinccino,1
574,Gothita,1
575,Gothorita,0
576,Gothitelle,1
577,Solosis,1
578,Duosion,0
579,Reuniclus,1
580,Ducklett,0
581,Swanna,1
582,Vanillite,1
583,Vanillish,0
584,Vanilluxe,1
585,Deerling,1
586,Sawsbuck,1
587,Emolga,0
588,Karrablast,0
589,Escavalier,1
590,Foongus,0
591,Amoonguss,0
592,Frillish,1
593,Jellicent,1
594,Alomomola,0
595,Joltik,1
596,Galvantula,0
597,Ferroseed,1
598,Ferrothorn,1
599,Klink,1
600,Klang,1
601,Klinklang,0
602,Tynamo,1
603,Eelektrik,1
604,Eelektross,1
605,Elgyem,0
606,Beheeyem,1
607,Litwick,0
608,Lampent,1
609,Chandelure,1
610,Axew,0
611,Fraxure,1
612,Haxorus,1
613,Cubchoo,0
614,Beartic,1
615,Cryogonal,1
616,Shelmet,0
617,Accelgor,1
618,Stunfisk,0
619,Mienfoo,0
620,Mienshao,1
621,Druddigon,0
622,Golett,0
623,Golurk,1
624,Pawniard,1
625,Bisharp,0
626,Bouffalant,0
627,Rufflet,1
628,Braviary,0
629,Vullaby,1
630,Mandibuzz,0
631,Heatmor,0
632,Durant,0
633,Deino,1
634,Zweilous,1
635,Hydreigon,1
636,Larvesta,1
637,Volcarona,1
638,Cobalion,1
639,Terrakion,1
640,Virizion,1
641,Tornadus,1
642,Thundurus,1
643,Reshiram,1
644,Zekrom,1
645,Landorus,1
646,Kyurem,1
647,Keldeo,1
648,Meloetta,1
649,Genesect,1
